,F-Measure,Track ID
0,0.5123456790123457,0460_numb
1,0.9066666666666667,0712_heartless
2,0.0,0355_brokenhearted
3,0.39215686274509803,0687_getouttamyway
4,0.0,0592_blameit
5,0.6363636363636364,0744_immabe
6,0.6196078431372549,0589_bestieverhad
7,0.6770833333333333,0799_lovesexmagic
8,0.6519337016574585,0635_daynnite
9,0.9827586206896551,0418_inthedark
10,0.9826589595375723,0636_daynnitecrookersremix
11,0.9444444444444445,0899_sexycani
12,0.8049382716049382,0917_spacemanties
13,0.6198347107438017,0680_fixaheart
14,0.9650349650349651,0531_whenwestandtogether
15,1.0,0814_mistake
16,0.42857142857142855,0046_castlesmadeofsand
17,0.6368715083798882,0109_geturfreakon
18,0.9941520467836257,0270_takeovercontrol
19,0.6443514644351465,0133_ifeellove
20,0.9702970297029702,0594_bleedinglove
21,0.5714285714285715,0608_canttellmenothing
22,0.37349397590361444,0238_sambadejaneiro
23,0.6649484536082474,0759_itgirljasonnevins
24,0.9726027397260274,0763_iwasafool
25,0.1787709497206704,0546_18days
26,0.9663865546218487,0356_californiagurls
27,0.6258992805755396,0426_justcantgetenough
28,0.04301075268817204,0907_skyscraper
29,0.9968652037617556,0774_knockyoudown
30,0.9908256880733946,0671_feedback
31,0.33935018050541516,0382_fatherofmine
32,0.6181818181818182,0995_youfoundme
33,0.3970588235294118,0217_pokerface
34,0.7577092511013216,0506_takemehometonight
35,0.0,0229_ridingonthewind
36,0.9770114942528736,0268_supersonic
37,0.43795620437956206,0283_thehumptydance
38,0.15217391304347827,0793_lovegame
39,0.9879518072289156,0454_myohmy
40,0.650887573964497,0026_blackandyellow
41,0.9473684210526315,0332_alejandro
42,0.45714285714285713,0321_wonderwall
43,0.6666666666666666,0085_electricboogie
44,0.9909090909090909,0525_venus
45,0.8923076923076922,0548_2getherextended
46,0.9865470852017937,0558_allnightlong
47,0.6334841628959276,0580_beautiful
48,0.6992481203007519,0162_lobotomy
49,0.27053140096618356,0900_sexychickakon
50,0.6632653061224489,0333_allday
51,0.8976377952755906,0288_thewayiare
52,0.7164179104477613,0582_beautifulday
53,0.6941176470588234,0099_forgetyou
54,0.014869888475836432,0787_liveyourlife
55,0.9831932773109243,0683_foreverextendedmix
56,0.4,0207_oopsohmy
57,0.42060085836909866,0893_say
58,0.47214854111405835,0797_loveisgone
59,0.9857142857142858,0075_dontcha
60,0.9857142857142858,0314_whoomp
61,0.4658119658119659,0262_stash
62,0.8993288590604026,0082_dragosteadintei
63,0.1963824289405685,0811_miami2ibiza
64,0.990990990990991,0507_teenagedream
65,0.7167630057803468,0028_blackmagic
66,0.9965870307167235,0702_greenlight
67,0.7592592592592593,0837_nottonight
68,0.9439252336448598,0363_darkside
69,0.6424870466321243,0140_impacto
70,0.9923664122137404,0542_yougetwhatyougive
71,0.9760765550239234,0551_accordingtoyou
72,0.3787375415282392,0186_nearlylostyou
73,0.9873417721518988,0859_picturesofyou
74,0.5470852017937219,0713_heartofgoldnow
75,0.631578947368421,0838_nowimallmessedup
76,0.8392857142857143,0520_tonight
77,0.956989247311828,0710_hardjeezy
78,0.8474576271186441,0758_itgetsbetter
79,0.3378378378378378,0413_ifyoucouldonlysee
80,0.9871794871794872,0015_babygotback
81,0.7457627118644068,0010_andjusticeforall
82,0.9532710280373832,0910_solo
83,0.41935483870967744,0831_noair
84,0.9242424242424241,0409_idontlikeyou
85,0.4023668639053254,0969_webelongtogether
86,0.6454545454545454,0708_haloradioedit
87,0.9710144927536232,0305_wenospeakamericano
88,0.9956331877729258,0746_imnotyourhero
89,0.963350785340314,0739_ikissedagirl
90,0.6666666666666667,0534_wideawake
91,0.3891891891891892,0155_lapdance
92,0.9611650485436893,0964_wakingupinvegas
93,0.0,0311_whipmyhair
94,0.14814814814814814,0453_mygirl
95,0.8360655737704918,0009_americanmusic
96,0.8456375838926175,0078_donttouchme
97,0.9863945578231292,0772_kissmebackcrytonight
98,0.9936305732484078,0948_thislove
99,0.970464135021097,0430_lastfridaynight
100,0.9176470588235294,0556_allaroundtheworld
101,0.9855072463768115,0434_lights
102,0.9419354838709677,0276_texasflood
103,0.8983451536643027,0068_devilsisland
104,0.9619047619047619,0769_killa
105,0.5192629815745393,0055_constantmotion
106,0.9909909909909909,0306_werunthis
107,0.904,0610_castle
108,0.9655172413793104,0020_becauseofyou
109,0.9064039408866995,0666_fallin
110,0.736196319018405,0058_criticalacclaim
111,0.8429752066115703,0037_breakyourheart
112,0.6460176991150443,0543_yougonnafly
113,0.543859649122807,0627_cowboyboots
114,1.0,0618_clocks
115,0.0,0760_iwannarock
116,0.0,0105_getdownonit
117,0.09691629955947136,0327_youmakemefeel
118,0.6218487394957983,0886_rudeboy
119,0.9957805907172996,0982_whoknewdos
120,0.9197860962566845,0307_whatdoesntkillyou
121,0.9872340425531915,0555_allaroundme
122,0.9861111111111112,0933_teardropsonmyguitar
123,0.9922480620155039,0802_lovestoned
124,0.6692913385826771,0611_catchingfeelings
125,0.9545454545454546,0686_fortheloveofadaughter
126,0.983739837398374,0723_hotelroomservice
127,0.013245033112582781,0622_clumsy
128,0.9860139860139859,0674_feelsocloseextendedmix
129,0.5887445887445888,0786_livelikeweredying
130,0.3253588516746412,0289_thisisexile
131,0.9838709677419354,0574_badromanceappboyz
132,0.9473684210526316,0843_omgalmighty
133,0.14492753623188406,0629_crush
134,0.6694560669456068,0890_samemistakes
135,0.9185185185185185,0974_whateveryoulike
136,0.6527777777777778,0267_superfreak
137,0.9681528662420381,0378_effinperfect
138,0.9832402234636871,0857_paralyzer
139,1.0,0679_firsttime
140,0.7949526813880126,0989_womanizer
141,0.0,0351_blowup
142,0.9557522123893806,0697_goodlife
143,0.7319148936170212,0966_wakingupinvegascalvinh
144,0.9805825242718447,0648_donttrustme
145,0.6788990825688074,0644_dontsayaword
146,0.5714285714285714,0243_saucyjack
147,0.9816513761467891,0505_takeitoff
148,1.0,0371_downunder
149,0.913978494623656,0834_nosurprise
150,0.6698113207547169,0577_battlefieldmainversion
151,0.4562737642585551,0144_ishotthesheriff
152,0.956043956043956,0455_nevertearusapart
153,0.9710144927536231,0595_blonde
154,0.9863013698630138,0452_myfirstkiss
155,0.5396825396825397,0339_aslongasyouloveme
156,0.47899159663865554,0364_deuces
157,0.9863945578231292,0810_memoriesextended
158,0.5665236051502145,0554_allalright
159,0.9655172413793104,0747_imreal
160,0.6044444444444445,0791_lollipop
161,0.8478260869565217,0047_chinacatsunflower
162,0.6188925081433224,0446_midnightcity
163,0.6666666666666666,0852_oursong
164,0.9767441860465117,0818_mrsaxobeatext
165,0.9722222222222222,0132_iceicebaby
166,0.9871794871794872,0325_ymca
167,0.9848484848484848,0513_thetime
168,0.13903743315508021,0101_galang
169,0.9739130434782609,0448_mine
170,0.9090909090909092,0249_sensualseduction
171,0.9953051643192489,0892_saveyoutonight
172,0.652542372881356,0367_dontdreamitsover
173,0.9595959595959594,0918_starstrukk
174,0.9924812030075187,0929_takeovercontrolext
175,0.8662420382165605,0701_gottabeyou
176,0.6467661691542289,0751_inlovewithagirl
177,0.6615969581749049,0424_justadream
178,0.9938650306748467,0032_boomboompow
179,0.6335877862595419,0100_futureperfecttense
180,0.6307692307692309,0457_nothing
181,0.25153374233128833,0613_celebrationbennybenassi
182,1.0,0279_thebreaks
183,0.5913043478260869,0063_daysgoby
184,0.654320987654321,0647_dontthinkidontthinkaboutit
185,0.9873417721518987,0776_krazy
186,0.6632653061224489,0855_overyou
187,0.6411149825783972,0729_hurricane
188,0.9746835443037974,0050_clubcanthandleme
189,0.9710982658959537,0295_toxic
190,0.9775280898876404,0721_holdup
191,0.9726775956284153,0336_alonewithyou
192,0.6589595375722542,0402_herestous
193,0.6989247311827957,0602_breaktheice
194,0.6463878326996199,0503_stucklikeglue
195,0.664,0516_thisorthat
196,0.9826086956521739,0740_ikissedagirljasonnevins
197,1.0,0475_poisonedwithlove
198,0.9795918367346939,0447_mindyourmanners
199,0.0,0328_youmakemefeeldc
200,0.9831932773109243,0677_fireburning
201,0.7615384615384616,0265_straightlines
202,0.6666666666666666,0999_yourheartisamuscle
203,0.1443298969072165,0173_massiveattack
204,0.0,0529_werwhower
205,0.6260162601626018,0400_heatofthemoment
206,0.0101010101010101,0077_dontsweat
207,0.9777777777777777,0380_everybodytalks
208,0.8701298701298701,0131_iamthebest
209,0.9358974358974359,0386_footloose
210,0.9866666666666666,0650_downlilwayne
211,0.890625,0255_sleepwalker
212,0.9873417721518987,0461_obsession
213,0.9149797570850201,0282_thegreatsatan
214,0.5296167247386759,0280_thedayitriedtolive
215,0.9913793103448275,0392_givemeyourhand
216,0.7272727272727273,0663_explosions
217,0.9957446808510638,0420_itsrainingmen
218,0.02,0083_dragthewaters
219,0.6627218934911242,0524_undoit
220,0.3604240282685512,0165_lucretia
221,0.6168224299065421,0588_believe
222,0.8235294117647057,0916_sowhat
223,0.507936507936508,0291_thrasher
224,0.9674796747967479,0518_timeaftertime
225,0.996309963099631,0682_forever
226,0.89,0511_theonlyexception
227,0.0,0250_sexyandiknowit
228,0.6209677419354839,0678_fireflies
229,0.1932367149758454,0004_abc
230,0.9801324503311257,0557_alligator
231,0.9856115107913669,0170_manyshadesofblack
232,0.30851063829787234,0043_callmemaybe
233,0.9742489270386265,0866_pokerfacedave
234,0.052434456928838954,0161_limelight
235,0.9082969432314411,0481_reallove
236,0.0,0397_goodlife
237,0.5882352941176471,0833_northshore
238,0.5753968253968254,0027_blackened
239,0.6421052631578947,0628_crankthatsouljaboy
240,0.967741935483871,0724_hotmessdj
241,0.9863013698630138,0836_notmyselftonight
242,0.9890710382513661,0962_usagainsttheworldjason
243,0.8622754491017964,0359_cominghome
244,0.9807692307692307,0800_lovesexmagicjason
245,0.23076923076923078,0315_whygo
246,0.8205128205128205,0923_sunandmoon
247,0.631578947368421,0175_meddle
248,0.8451882845188284,0583_beautifulgirls
