0.0788288958333	1	1
0.540541	2	1
1.002079	3	1
1.463617	4	1
1.925155	1	2
2.386693	2	2
2.848231	3	2
3.309769	4	2
3.771307	1	3
4.232845	2	3
4.694383	3	3
5.155921	4	3
5.617459	1	4
6.078997	2	4
6.540535	3	4
7.002073	4	4
7.463611	1	5
7.925149	2	5
8.386687	3	5
8.848225	4	5
9.309763	1	6
9.771301	2	6
10.232839	3	6
10.694377	4	6
11.155915	1	7
11.617453	2	7
12.078991	3	7
12.540529	4	7
13.002067	1	8
13.463605	2	8
13.925143	3	8
14.386681	4	8
14.848219	1	9
15.309757	2	9
15.771295	3	9
16.232833	4	9
16.694371	1	10
17.155909	2	10
17.617447	3	10
18.078985	4	10
18.540523	1	11
19.002061	2	11
19.463599	3	11
19.925137	4	11
20.386675	1	12
20.848213	2	12
21.309751	3	12
21.771289	4	12
22.232827	1	13
22.694365	2	13
23.155903	3	13
23.617441	4	13
24.078979	1	14
24.540517	2	14
25.002055	3	14
25.463593	4	14
25.925131	1	15
26.386669	2	15
26.848207	3	15
27.309745	4	15
27.771283	1	16
28.232821	2	16
28.694359	3	16
29.155897	4	16
29.617435	1	17
30.078973	2	17
30.540511	3	17
31.002049	4	17
31.463587	1	18
31.925125	2	18
32.386663	3	18
32.848201	4	18
33.309739	1	19
33.771277	2	19
34.232815	3	19
34.694353	4	19
35.155891	1	20
35.617429	2	20
36.078967	3	20
36.540505	4	20
37.002043	1	21
37.463581	2	21
37.925119	3	21
38.386657	4	21
38.848195	1	22
39.309733	2	22
39.771271	3	22
40.232809	4	22
40.694347	1	23
41.155885	2	23
41.617423	3	23
42.078961	4	23
42.540499	1	24
43.002037	2	24
43.463575	3	24
43.925113	4	24
44.386651	1	25
44.848189	2	25
45.309727	3	25
45.771265	4	25
46.232803	1	26
46.694341	2	26
47.155879	3	26
47.617417	4	26
48.078955	1	27
48.540493	2	27
49.002031	3	27
49.463569	4	27
49.925107	1	28
50.386645	2	28
50.848183	3	28
51.309721	4	28
51.771259	1	29
52.232797	2	29
52.694335	3	29
53.155873	4	29
53.617411	1	30
54.078949	2	30
54.540487	3	30
55.002025	4	30
55.463563	1	31
55.925101	2	31
56.386639	3	31
56.848177	4	31
57.309715	1	32
57.771253	2	32
58.232791	3	32
58.694329	4	32
59.155867	1	33
59.617405	2	33
60.078943	3	33
60.540481	4	33
61.002019	1	34
61.463557	2	34
61.925095	3	34
62.386633	4	34
62.848171	1	35
63.309709	2	35
63.771247	3	35
64.232785	4	35
64.694323	1	36
65.155861	2	36
65.617399	3	36
66.078937	4	36
66.540475	1	37
67.002013	2	37
67.463551	3	37
67.925089	4	37
68.386627	1	38
68.848165	2	38
69.309703	3	38
69.771241	4	38
70.232779	1	39
70.694317	2	39
71.155855	3	39
71.617393	4	39
72.078931	1	40
72.540469	2	40
73.002007	3	40
73.463545	4	40
73.925083	1	41
74.386621	2	41
74.848159	3	41
75.309697	4	41
75.771235	1	42
76.232773	2	42
76.694311	3	42
77.155849	4	42
77.617387	1	43
78.078925	2	43
78.540463	3	43
79.002001	4	43
79.463539	1	44
79.925077	2	44
80.386615	3	44
80.848153	4	44
81.309691	1	45
81.771229	2	45
82.232767	3	45
82.694305	4	45
83.155843	1	46
83.617381	2	46
84.078919	3	46
84.540457	4	46
85.001995	1	47
85.463533	2	47
85.925071	3	47
86.386609	4	47
86.848147	1	48
87.309685	2	48
87.771223	3	48
88.232761	4	48
88.694299	1	49
89.155837	2	49
89.617375	3	49
90.078913	4	49
90.540451	1	50
91.001989	2	50
91.463527	3	50
91.925065	4	50
92.386603	1	51
92.848141	2	51
93.309679	3	51
93.771217	4	51
94.232755	1	52
94.694293	2	52
95.155831	3	52
95.617369	4	52
96.078907	1	53
96.540445	2	53
97.001983	3	53
97.463521	4	53
97.925059	1	54
98.386597	2	54
98.848135	3	54
99.309673	4	54
99.771211	1	55
100.232749	2	55
100.694287	3	55
101.155825	4	55
101.617363	1	56
102.078901	2	56
102.540439	3	56
103.001977	4	56
103.463515	1	57
103.925053	2	57
104.386591	3	57
104.848129	4	57
105.309667	1	58
105.771205	2	58
106.232743	3	58
106.694281	4	58
107.155819	1	59
107.617357	2	59
108.078895	3	59
108.540433	4	59
109.001971	1	60
109.463509	2	60
109.925047	3	60
110.386585	4	60
110.848123	1	61
111.309661	2	61
111.771199	3	61
112.232737	4	61
112.694275	1	62
113.155813	2	62
113.617351	3	62
114.078889	4	62
114.540427	1	63
115.001965	2	63
115.463503	3	63
115.925041	4	63
116.386579	1	64
116.848117	2	64
117.309655	3	64
117.771193	4	64
118.232731	1	65
118.694269	2	65
119.155807	3	65
119.617345	4	65
120.078883	1	66
120.540421	2	66
121.001959	3	66
121.463497	4	66
121.925035	1	67
122.386573	2	67
122.848111	3	67
123.309649	4	67
123.771187	1	68
124.232725	2	68
124.694263	3	68
125.155801	4	68
125.617339	1	69
126.078877	2	69
126.540415	3	69
127.001953	4	69
127.463491	1	70
127.925029	2	70
128.386567	3	70
128.848105	4	70
129.309643	1	71
129.771181	2	71
130.232719	3	71
130.694257	4	71
131.155795	1	72
131.617333	2	72
132.078871	3	72
132.540409	4	72
133.001947	1	73
133.463485	2	73
133.925023	3	73
134.386561	4	73
134.848099	1	74
135.309637	2	74
135.771175	3	74
136.232713	4	74
136.694251	1	75
137.155789	2	75
137.617327	3	75
138.078865	4	75
138.540403	1	76
139.001941	2	76
139.463479	3	76
139.925017	4	76
140.386555	1	77
140.848093	2	77
141.309631	3	77
141.771169	4	77
142.232707	1	78
142.694245	2	78
143.155783	3	78
143.617321	4	78
144.078859	1	79
144.540397	2	79
145.001935	3	79
145.463473	4	79
145.925011	1	80
146.386549	2	80
146.848087	3	80
147.309625	4	80
147.771163	1	81
148.232701	2	81
148.694239	3	81
149.155777	4	81
149.617315	1	82
150.078853	2	82
150.540391	3	82
151.001929	4	82
151.463467	1	83
151.925005	2	83
152.386543	3	83
152.848081	4	83
153.309619	1	84
153.771157	2	84
154.232695	3	84
154.694233	4	84
155.155771	1	85
155.617309	2	85
156.078847	3	85
156.540385	4	85
157.001923	1	86
157.463461	2	86
157.924999	3	86
158.386537	4	86
158.848075	1	87
159.309613	2	87
159.771151	3	87
160.232689	4	87
160.694227	1	88
161.155765	2	88
161.617303	3	88
162.078841	4	88
162.540379	1	89
163.001917	2	89
163.463455	3	89
163.924993	4	89
164.386531	1	90
164.848069	2	90
165.309607	3	90
165.771145	4	90
166.232683	1	91
166.694221	2	91
167.155759	3	91
167.617297	4	91
168.078835	1	92
168.540373	2	92
169.001911	3	92
169.463449	4	92
169.924987	1	93
170.386525	2	93
170.848063	3	93
171.309601	4	93
171.771139	1	94
172.232677	2	94
172.694215	3	94
173.155753	4	94
173.617291	1	95
174.078829	2	95
174.540367	3	95
175.001905	4	95
175.463443	1	96
175.924981	2	96
176.386519	3	96
176.848057	4	96
177.309595	1	97
177.771133	2	97
178.232671	3	97
178.694209	4	97
179.155747	1	98
179.617285	2	98
180.078823	3	98
