,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,HitRate_w0.5F,HitRate_w3F,HitRate_wt0.5F,HitRate_wt3F,PWF,PWP,PWR,Sf,So,Su,ds_name,track_id
0,0.5832766800551464,2.1000000000000014,2.1000000000000014,2.1000000000000014,2.1000000000000014,0.3,0.3,0.3,0.6,0.6,0.6,0.25,0.25,0.25,0.625,0.625,0.625,0.3,0.6,0.25,0.625,0.6004960541149944,0.7401350843702323,0.5051844448340009,0.5462919904553516,0.46255555545155835,0.667047626279085,0001,0001_12step
1,0.5357938279961953,1.1000000000000014,1.6999999999999886,1.249999999999993,1.6999999999999886,0.17391304347826086,0.2,0.15384615384615385,0.7826086956521738,0.9,0.6923076923076923,0.10526315789473685,0.125,0.09090909090909091,0.8421052631578948,1.0,0.7272727272727273,0.18595719811872097,0.8368073915342443,0.1142183173224847,0.9137465385798776,0.5699005880976632,0.7656651792467101,0.4538584609866878,0.49769547232697553,0.4197819992628238,0.6111226520924599,0003,0003_6foot7foot
2,0.5832766800551465,1.5999999999999908,2.249999999999999,3.2000000000000055,3.2000000000000055,0.20000000000000004,0.2,0.2,0.6,0.6,0.6,0.0,0.0,0.0,0.5,0.5,0.5,0.2,0.6,0.0,0.5,0.56405005075139,0.5501609900339502,0.5786585450138919,0.5999216792865693,0.6202167449300999,0.5809127404019077,0004,0004_abc
3,0.5550932463340537,1.0999999999999943,0.8000000000000114,1.8999999999999986,1.0999999999999943,0.33333333333333337,0.3076923076923077,0.36363636363636365,0.8333333333333333,0.7692307692307693,0.9090909090909091,0.3,0.2727272727272727,0.3333333333333333,0.7999999999999999,0.7272727272727273,0.8888888888888888,0.32008814160139876,0.800220354003497,0.28580797855656,0.7621546094841598,0.9324661511871891,0.9415570013307704,0.9235491689089903,0.8816026424910572,0.8884418581257738,0.874867918891008,0005,0005_again
4,0.5403026083468738,1.4500000000000028,1.0999999999999943,2.0000000000000018,1.0999999999999943,0.2608695652173913,0.21428571428571427,0.3333333333333333,0.6956521739130435,0.5714285714285714,0.8888888888888888,0.2105263157894737,0.16666666666666666,0.2857142857142857,0.7368421052631579,0.5833333333333334,1.0,0.23545302919965236,0.6278747445324061,0.18619555828015716,0.6516844539805502,0.5357518213914002,0.4875239967779901,0.5945689623445414,0.5511559287157674,0.62595183777676,0.49232704355890033,0006,0006_aint2proud2beg
5,0.5550932463340537,2.8000000000000114,4.199999999999989,5.6000000000000085,5.6000000000000085,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.15384615384615385,0.38461538461538464,0.09090909090909091,0.27272727272727276,0.4136694110789599,0.4621882577321386,0.37436946293077866,0.4544098619645369,0.41917611497651897,0.4961102926546924,0008,0008_america
6,0.6116441898549712,1.4000000000000057,2.2500000000000027,3.1,2.2500000000000027,0.1904761904761905,0.18181818181818182,0.2,0.47619047619047616,0.45454545454545453,0.5,0.11764705882352941,0.1111111111111111,0.125,0.47058823529411764,0.4444444444444444,0.5,0.18607630186577556,0.4651907546644389,0.11430819761872177,0.4572327904748871,0.4575572414179228,0.4941553819134287,0.42600635480270965,0.46775516189537897,0.44701503839165546,0.49051347932948086,0009,0009_americanmusic
7,0.42328906752518003,9.400000000000006,1.1000000000000227,11.0,1.1000000000000227,0.12500000000000003,0.09090909090909091,0.2,0.5416666666666666,0.3939393939393939,0.8666666666666667,0.09090909090909091,0.06451612903225806,0.15384615384615385,0.5454545454545454,0.3870967741935484,0.9230769230769231,0.10537770067812648,0.45663670293854813,0.07556002849614962,0.45336017097689785,0.35067674920866154,0.24443098955206644,0.6202997591480224,0.40513449654767486,0.6529898058012156,0.29366723735628997,0010,0010_andjusticeforall
8,0.5502800083248099,2.9499999999999957,2.1999999999999886,6.150000000000013,3.700000000000003,0.08695652173913043,0.08333333333333333,0.09090909090909091,0.5217391304347826,0.5,0.5454545454545454,0.0,0.0,0.0,0.4210526315789474,0.4,0.4444444444444444,0.08511885047514714,0.5107131028508828,0.0,0.4103288403082686,0.4280401490352874,0.38127129500352647,0.4878870882438843,0.4537003319770701,0.46699595922427084,0.4411408146634004,0011,0011_areyouexperienced
9,0.6023448934339364,2.5,2.5,3.0,3.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2222222222222222,0.6666666666666667,0.14285714285714285,0.5714285714285714,0.4112005168942699,0.5585040537006364,0.3253820993966317,0.3054861502861464,0.23347638315012087,0.44172475544441614,0012,0012_aroundtheworld
10,0.47479376891379405,8.300000000000008,1.6500000000000021,13.45000000000001,2.1000000000000014,0.18749999999999997,0.13636363636363635,0.3,0.5000000000000001,0.36363636363636365,0.8,0.14285714285714288,0.1,0.25,0.4285714285714285,0.3,0.75,0.15806655101718972,0.4215108027125059,0.11779015653645467,0.35337046960936397,0.4072425520376402,0.3557567519976037,0.4761522145181,0.4280596928770896,0.43791794311779575,0.4186355215322687,0013,0013_athingaboutyou
11,0.5660273828745789,6.0,2.000000000000014,10.5,5.099999999999997,0.2105263157894737,0.18181818181818182,0.25,0.5263157894736842,0.45454545454545453,0.625,0.13333333333333333,0.1111111111111111,0.16666666666666666,0.4,0.3333333333333333,0.5,0.19522028748393128,0.4880507187098282,0.12128802729978945,0.36386408189936836,0.599515623983904,0.5672127210841739,0.6357200351389551,0.6149100979780904,0.6192775053329832,0.6106038608391828,0014,0014_babaoriley
12,0.5832766800551464,0.5,0.7000000000000028,0.5,0.7000000000000028,0.5555555555555556,0.625,0.5,0.7777777777777777,0.875,0.7,0.5714285714285715,0.6666666666666666,0.5,0.7142857142857143,0.8333333333333334,0.625,0.5879971840901091,0.8231960577261529,0.615058910162003,0.7688236377025038,0.48549753445441896,0.6108125821219843,0.4028486238435859,0.5108686404663226,0.43841127630825083,0.6120185227061845,0015,0015_babygotback
13,0.5832766800551464,1.25,1.0,1.5,1.5,0.2105263157894737,0.2,0.2222222222222222,0.7368421052631577,0.7,0.7777777777777778,0.13333333333333333,0.125,0.14285714285714285,0.6666666666666666,0.625,0.7142857142857143,0.2051644201541343,0.7180754705394701,0.12906091860779542,0.6453045930389771,0.6986728485058202,0.5795699529083982,0.8793892711274361,0.692146994206164,0.8132874613662784,0.6024161464201483,0017,0017_badromance
14,0.6023448934339364,2.5999999999999943,1.6,8.0,4.799999999999997,0.125,0.1111111111111111,0.14285714285714285,0.5,0.4444444444444444,0.5714285714285714,0.0,0.0,0.0,0.3333333333333333,0.2857142857142857,0.4,0.11769471941381618,0.4707788776552647,0.0,0.30785533287260997,0.48510132878034296,0.6862688708509979,0.3751366704171914,0.3598295867551397,0.25609838687234765,0.6048006696038271,0018,0018_bassdownlow
15,0.5660273828745789,3.0999999999999943,3.0999999999999943,3.799999999999997,3.799999999999997,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.18181818181818182,0.4545454545454546,0.1111111111111111,0.4444444444444444,0.5978770467856597,0.4770439613948415,0.8006876096126234,0.6322269674800594,0.7690493915564371,0.5367357238357799,0020,0020_becauseofyou
16,0.5660273828745788,2.6999999999999886,2.5,3.3499999999999943,2.5,0.17391304347826086,0.16666666666666666,0.18181818181818182,0.6086956521739131,0.5833333333333334,0.6363636363636364,0.10526315789473685,0.1,0.1111111111111111,0.5263157894736842,0.5,0.5555555555555556,0.17023770095029428,0.5958319533260299,0.10258221007706715,0.5129110503853357,0.6989127886415024,0.6042409048317182,0.828762500044175,0.7172532484627357,0.7936845362426038,0.6542494644482472,0021,0021_better
